word_en,word_fr,concept_id
resistance,résistance,n11503644
resistance,résistance,n11503968
resistance,résistance,n14527171
resonant,résonnant,a02010536
responsible,responsable,a00324878
responsible,responsable,a01996377
responsible,responsable,a02465350
restaurant,restaurant,n04081281
restaurateur,restaurateur,n10524869
resume,résumé,n06468403
retain,retenir,v00610010
retain,retenir,v02283324
retain,retenir,v02410175
retain,retenir,v02701628
reticule,réticule,n04082886
reveal,révéler,v00933821
reveal,révéler,v02143283
reveal,révéler,v02144243
reverie,rêverie,n05700793
reverie,rêverie,n05769471
revision,révision,n00399393
revision,révision,n06428976
revolt,révolter,v02583780
revolver,revolver,n04086273
revolver,revolver,n04086446
revue,revue,n07019866
riant,riant,a01149358
ridicule,ridicule,n01224517
risque,risqué,a02132224
rissole,rissole,n07866277
roast beef,rosbif,n07663796
rock,rock,n00348008
rock,rock,n07064715
rocket,roquette,n04099175
rocket,roquette,n04099429
rocket,roquette,n04232902
rocket,roquette,n07263053
rocket,roquette,n11886537
rocket,roquette,v01241753
rocket,roquette,v01944086
rococo,rococo,a01796844
rococo,rococo,n04699767
role,rôle,n00720565
role,rôle,n00722061
role,rôle,n05149325
role,rôle,n05929008
romantic,romantique,a01465214
romantic,romantique,a01837182
romantic,romantique,a02789151
romantic,romantique,n10537822
romantic,romantique,n10537906
rondeau,rondeau,n06380879
rondeau,rondeau,n07043968
roquette,roquette,n11886537
rose,rose,a00382173
rose,rose,n04971313
rose,rose,n07893253
rosette,rosette,n04109899
rosette,rosette,n04110178
rosette,rosette,n13161998
rosette,rosette,n14281549
roulette,roulette,n00509399
roulette,roulette,n04113194
roulette,roulette,n13908580
routine,routine,a01674242
routine,routine,n01026482
routine,routine,n06582403
routine,routine,n06892016
roux,roux,n07839478
rugby,rugby,n00470966
rump steak,rumsteck,n07662618
sabayon,sabayon,n07621497
sabotage,sabotage,n01244895
sabotage,sabotage,v02543607
saboteur,saboteur,n10087255
saboteur,saboteur,n10544748
sabre,sabre,n02987492
sabre,sabre,n04121511
sabre,sabre,v01326730
sabre,sabre,v01554622
sac,sac,n13914473
sachet,sachet,n04122685
sainfoin,sainfoin,n12552309
salmi,salmis,n07592922
salsify,salsifis,n07735052
salsify,salsifis,n12027538
sanction,sanction,n01124246
sanction,sanction,n01139000
sandwich,sandwich,n07695965
sandwich,sandwich,v01529906
sandwich,sandwich,v01665081
sanitary,sanitaire,a02112976
sarcophagus,sarcophage,n04136045
sardine,sardine,n02532602
sardine,sardine,n02533209
sardine,sardine,n07794063
sardine,sardine,n15019734
sardonic,sardonique,a02079830
satyr,satyre,n09548111
satyr,satyre,n10552980
savant,savant,n10206887
savoir-faire,savoir-faire,n04842232
saxophone,saxophone,n04141076
scan,scanner,n04142549
scanner,scanneur,n04143140
schist,schiste,n14889371
scooter,scooter,n01853498
scooter,scooter,n03556811
scooter,scooter,n03791053
scooter,scooter,n04149374
scooter,scooter,n04562122
score,score,n05737153
score,score,n08272652
score,score,v00657728
score,score,v01004062
score,score,v01275762
scotch,scotch,n07907548
secretariat,secrétariat,n08324274
seiche,seiche,n07346195
seine,seine,n04168541
seine,seine,v01140184
selenium,sélénium,n14654175
semantic,sémantique,a02842042
semantics,sémantique,n06179792
semaphore,sémaphore,n04171208
semaphore,sémaphore,v01040158
semaphore,sémaphore,v01040278
semite,sémite,n09639919
seneschal,sénéchal,n10283546
sensibility,sensibilité,n05652926
sensibility,sensibilité,n07512848
sentence,sentence,n01189282
sentiment,sentiment,n05945642
sentiment,sentiment,n07481951
sepal,sépale,n11690612
sequin,sequin,n04173698
serenade,sérénade,n07042586
serenade,sérénade,n07053732
serenade,sérénade,v01703857
serge,serge,n04174026
serin,serin,n01533651
serval,serval,n02126139
serve,servir,v01077568
serve,servir,v01095218
serve,servir,v01180351
serve,servir,v01181295
serve,servir,v01428011
serve,servir,v01438681
serve,servir,v02411621
serve,servir,v02540670
serve,servir,v02541251
serve,servir,v02593107
serve,servir,v02669789
serve,servir,v02670398
serve,servir,v02670578
serve,servir,v02670890
serve,servir,v02709107
serviette,serviette,n03807537
sex appeal,sex-appeal,n04686935
sexy,sexy,a02131072
sexy,sexy,a02137538
seychellois,seychellois,a03116517
seychellois,seychellois,n09730951
shako,shako,n02817516
shallot,échalote,n07723177
shallot,échalote,n12433178
shallot,échalote,n12433429
shivaree,charivari,n07054122
shooting brake,break,n04201733
shopping,shopping,n04203889
shortstop,arrêt-court,n00723984
shortstop,arrêt-court,n10592986
signature,signature,n04931428
signature,signature,n06256041
signature,signature,n06404582
signature,signature,n06863618
signature,signature,n07029088
silage,ensilage,n07801342
silhouette,silhouette,n04219277
silhouette,silhouette,n08613345
silhouette,silhouette,v01680621
silhouette,silhouette,v02138283
similar,similaire,a01409581
similar,similaire,a01410606
similar,similaire,a01978532
similar,similaire,a02071420
similar,similaire,a02381495
simple,simple,a00750296
simple,simple,a01792573
simple,simple,a01793812
simple,simple,a01841390
simple,simple,a02166346
simple,simple,a02174896
simple,simple,a02272047
simple,simple,n10599354
simple,simple,n12212690
sinecure,sinécure,n00604228
sinecure,sinécure,n13248274
sirup,sirop,n07859583
sitcom,sitcom,n07017733
situation,situation,n00586262
situation,situation,n08622950
situation,situation,n13925752
situation,situation,n13927383
situation,situation,n14411243
skateboard,skateboard,n04225987
skateboard,skateboard,v01937795
smoking jacket,smoking,n03692136
snub,snober,v01059564
sobriquet,sobriquet,n06337693
socialism,socialisme,n06220616
socialism,socialisme,n08366202
sociology,sociologie,n06151693
socle,socle,n04255499
soda,soda,n07927512
soda,soda,n15044844
sofa,sofa,n04256520
soffit,soffite,n04256758
soi-disant,soi-disant,a01918001
soiree,soirée,n08255231
soixante-neuf,soixante-neuf,n00855407
solenoid,solénoïde,n04259202
solidarity,solidarité,n04765038
solidification,solidification,n13491060
solidify,solidifier,v00445169
solidify,solidifier,v00445467
somber,sombre,a00405179
sombre,sombre,a00405179
sommelier,sommelier,n10623806
somnolent,somnolent,a00189253
sonar,sonar,n04259771
sorbet,sorbet,n07615289
sou,sou,n13393265
sourdine,sourdine,n04264050
soutache,soutache,n04264134
soutane,soutane,n04264233
souvenir,souvenir,n03610270
souvenir,souvenir,n05813822
spallation,spallation,n13559509
spam,spam,n06280347
spam,spam,n07573347
spam,spam,v01032715
spammer,spammer,n10629545
specialist,spécialiste,n10631941
specialist,spécialiste,n10632576
specter,spectre,n05898171
specter,spectre,n09547111
sponsor,sponsor,n10407954
sponsor,sponsor,n10466198
sponsor,sponsor,v02219940
sponsor,sponsor,v02220148
sponsor,sponsor,v02466134
sport,sport,n00433216
sport,sport,n00523513
sport,sport,n06780882
sport,sport,n10638922
sport,sport,v01883716
sport,sport,v02631659
sprint,sprint,n00294452
sprint,sprinter,v01928579
sprinter,sprinter,n10641413
squadron,escadron,n08219768
squadron,escadron,n08220089
squadron,escadron,n08220228
squash,squash,n00479887
squat,squat,n00344942
squat,squat,n00630071
squaw,squaw,n10643400
squill,scille,n12461466
squill,scille,n12462582
squill,scille,n12462805
standard,standard,a00487525
standard,standard,a01960076
standard,standard,a02294777
standard,standard,a02295998
standard,standard,a02297664
standard,standard,n04301242
standard,standard,n05924920
standard,standard,n07260623
standard,standard,n13373214
standard,standard,n13617952
statuesque,statuesque,a02139793
statuesque,statuesque,a02386418
steak,steak,n07657903
stearin,stéarine,n15057103
stele,stèle,n04313628
steppe,steppe,n09445289
stereotype,stéréotype,n05927586
stereotype,stéréotype,v00656292
stethoscope,stéthoscope,n04317175
stock,stock,n04321534
stock,stock,n13367070
stock,stock,v02285392
stop,stop,n02982790
stress,stress,n14410089
strident,strident,a00300359
strident,strident,a01920367
striptease,striptease,n00531490
striptease,striptease,n10664340
structure,structure,n04341686
structure,structure,n04931965
structure,structure,n05225602
structure,structure,n05726345
structure,structure,n08378819
structure,structure,v00404222
strychnine,strychnine,n14715008
studio,studio,n04344734
subliminal,subliminal,a01749125
subsection,sous-section,n04348548
suite,suite,n08429167
sulfate,sulfate,n15063493
sultan,sultan,n10674315
sumptuous,somptueux,a02024928
supporter,supporter,n03421117
supremacy,suprématie,n14442530
suricate,suricate,n02138777
surplus,surplus,n05119714
surveillance,surveillance,n00652466
suv,suv,n04285965
suzerain,suzerain,n08170535
svelte,svelte,a00990855
svelte,svelte,a01140290
swing,swing,n07066042
symbol,symbole,n05765415
symbol,symbole,n06806469
syndicalism,syndicalisme,n08321621
syndicate,syndicat,n08246302
syndicate,syndicat,n08355324
synthetic,synthétique,a00111129
synthetic,synthétique,a00111856
synthetic,synthétique,a00112628
synthetic,synthétique,a01118409
synthetic,synthétique,a01572458
synthetic,synthétique,a01573568
synthetic,synthétique,n14901959
systematic,systématique,a02382934
taciturn,taciturne,a02383380
taffeta,taffetas,n04383839
tailor,tailleur,n10689564
tailor,tailleur,v00301662
tailor,tailleur,v01666327
tailor,tailleur,v01666717
talisman,talisman,n02706586
talus,talus,n09454153
tamanoir,tamanoir,n02460451
tambourine,tambourin,n04387400
tampon,tampon,n04388162
tampon,tampon,v01423167
tank,tank,n03102771
tank,tank,n04388743
tank,tank,n04389033
tank,tank,n04389521
tank,tank,n13770529
tank,tank,v01171563
tank,tank,v02282082
tapenade,tapenade,n07858336
tapir,tapir,n02393580
tariff,tarif,n13315999
tariff,tarif,v02307993
tarsier,tarsier,n02501583
tartan,tartane,n04395106
tattoo,tatouer,n00263353
tattoo,tatouer,n04395651
tattoo,tatouer,n06805497
tattoo,tatouer,v01681333
taximeter,taximètre,n04396335
technique,technique,n05643190
technique,technique,n05665146
telecommunication,télécommunication,n06128307
telecommunication,télécommunication,n06271778
telegraph,télégraphe,n04400499
telegraph,télégraphe,v01007222
telephone,téléphone,n04401088
telephone,téléphone,n06272290
television,télévision,n04404412
television,télévision,n04405907
television,télévision,n06277280
tennis,tennis,n00482298
tenon,tenon,n04409911
tepal,tépale,n11551044
terminal,terminal,a00994073
terminal,terminal,a01010271
terminal,terminal,a01016035
terminal,terminal,a02812147
terminal,terminal,n04412901
terminal,terminal,n04413151
terminal,terminal,n04413419
terminus,terminus,n04412901
terminus,terminus,n04413631
terminus,terminus,n04413723
terminus,terminus,n05981768
terminus,terminus,n08566554
termite,termite,n02223266
terrace,terrasse,n03899768
terrain,terrain,n08674563
terrine,terrine,n07880213
terrorist,terroriste,n10702781
test,test,n00791078
test,test,n00794367
test,test,n01006675
test,test,n01904699
test,test,n05799212
test,test,n07197021
test,test,v00669970
test,test,v00786458
test,test,v00920778
test,test,v01112584
test,test,v02533109
test,test,v02745713
tetany,tétanie,n14310504
texture,texture,n04946877
texture,texture,n04950537
texture,texture,n04984007
texture,texture,n05849667
theatre,théâtre,n04417809
theatre,théâtre,n07006119
theatre,théâtre,n08551628
theism,théisme,n06223669
theodicy,théodicée,n06183745
thermidor,thermidor,n15177549
thermometer,thermomètre,n04421872
thriller,thriller,n06370403
thyroid,thyroïde,a02981115
thyroid,thyroïde,a02981329
thyroid,thyroïde,n05330244
tic,tic,n14361972
ticket,ticket,n04716703
ticket,ticket,n06495948
ticket,ticket,n06518719
ticket,ticket,n06558678
ticket,ticket,v02329413
ticket,ticket,v02498716
timbre,timbre,n04987620
timid,timide,a00251809
timid,timide,a00265989
timid,timide,a00339941
timid,timide,n07944900
tinamou,tinamou,n01810268
tint,teinte,n04959230
tint,teinte,v00286928
tirade,tirade,n07233415
titer,titre,n05038823
titrate,titrer,v00491910
titre,titre,n05038823
toast,toast,n07686873
toast,toast,n07884413
toast,toast,n10137936
toast,toast,n10713367
toast,toast,v00322151
toast,toast,v01175467
toilet water,eau de toilette,n04448070
toilette,toilette,n00828704
tonality,tonalité,n06863751
tone,ton,n04959230
tone,ton,n04987620
tone,ton,n05719605
tone,ton,n06865345
tone,ton,n14526182
toner,toner,n04450640
toner,toner,n15076011
tonne,tonne,n13725588
torrent,torrent,n07407593
torrent,torrent,n11502102
torrent,torrent,n13775706
toucan,toucan,n01843383
tour de force,tour de force,n00047018
tour de france,tour de france,n07459363
tour,tour,n00310666
tour,tour,n15292069
tourism,tourisme,n00298161
tourmaline,tourmaline,n15076619
tourniquet,tourniquet,n03082656
toxic,toxique,a02449430
toxicology,toxicologie,n06064462
traffic,trafic,n00040804
traffic,trafic,n01113867
traffic,trafic,n07279453
traffic,trafic,n08425303
traffic,trafic,v02260770
traffic,trafic,v02261123
tragedienne,tragédienne,n10721819
traitress,traîtresse,n10723230
trammel,tramail,n04469147
trammel,tramail,n04469251
trammel,tramail,n04469345
tranche,tranche,n13285619
trapeze,trapèze,n04475411
trench coat,trench-coat,n04479046
tricolour,tricolore,n04481796
tricycle,tricycle,n04482393
trimester,trimestre,n15225929
trimester,trimestre,n15226732
triple sec,triple sec,n07910048
trochaic,trochaïque,a03126499
trochee,trochée,n07095653
troll,troll,n00454493
troll,troll,n04486934
troll,troll,n07053089
troll,troll,n09502481
troll,troll,v00745383
troll,troll,v00827601
troll,troll,v01049373
troll,troll,v01141763
troll,troll,v01731577
troll,troll,v01887454
troll,troll,v02044503
trolley,trolley,n04335435
trompe l'oeil,trompe-l’œil,n04487576
troposphere,troposphère,n09462600
trousseau,trousseau,n04489695
truffle,truffe,n07609632
truffle,truffe,n07736971
truffle,truffe,n12985420
truism,truisme,n07154243
trust,trust,n13929852
tulip,tulipe,n12454159
tulle,tulle,n04496614
tumescence,tumescence,n14318210
tunnel,tunnel,n04497962
tunnel,tunnel,n09230041
tunnel,tunnel,v01444037
tunnel,tunnel,v02042067
turbine,turbine,n04498523
tutu,tutu,n02780815
typography,typographie,n01103000
typography,typographie,n06677974
unique,unique,a00491511
unique,unique,a00505853
unique,unique,a01105042
unique,unique,a02215087
urea,urée,n15085472
uric,urique,a03127718
usual,usuel,a00489108
usurp,usurper,v02274482
usurp,usurper,v02406287
utilise,utiliser,v01158872
vagabondage,vagabondage,n00297062
valise,valise,n04518764
valley,vallée,n09468604
valse,valse,n00537534
variable,variable,a01028796
variable,variable,a02504131
variable,variable,a02507515
variable,variable,n05857459
variable,variable,n07271280
variable,variable,n09468959
variable,variable,n09469152
varnish,vernis,n04521987
varnish,vernis,v01269008
vaseline,vaseline,n04522309
vaudeville,vaudeville,n07020423
vehicle,véhicule,n04524313
vehicle,véhicule,n06255081
vehicle,véhicule,n09283193
velocipede,vélocipède,n04482393
velocipede,vélocipède,n04524716
velodrome,vélodrome,n04524833
velour,velours,n04524941
venal,vénal,a00621207
vend,vendre,v02302817
ventilator,ventilateur,n04526964
veranda,véranda,n04527648
vermilion,vermeil,a00385188
vermilion,vermeil,n04964977
vermilion,vermeil,v00535148
vernier,vernier,n04529108
versant,versant,n09361517
verst,verste,n13652799
verticality,verticalité,n05079638
vestibule,vestibule,n02715513
vestibule,vestibule,n05304603
vibe,vibe,null
vibration,vibration,n00345926
vibration,vibration,n07345166
vibration,vibration,n14004572
vibration,vibration,null
vigilant,vigilant,a00091764
village,village,n08226699
village,village,n08672738
vinaigrette,vinaigrette,n07833816
vinyl,vinyle,n15088183
vinyl,vinyle,n15088308
violation,violation,n00733483
violation,violation,n00770270
violation,violation,n00770543
violation,violation,n00773402
virion,virion,n01329935
visualise,visualiser,v01636008
visualise,visualiser,v02151603
vitality,vitalité,n04633453
vitality,vitalité,n05005809
vitality,vitalité,n11523839
vitality,vitalité,n14050143
vitrine,vitrine,n02975212
vocabulary,vocabulaire,n05651242
vocabulary,vocabulaire,n05663275
vocabulary,vocabulaire,n06420678
voile,voile,n04539794
volcanic,volcanique,a01355746
volcanic,volcanique,a02293760
volcanic,volcanique,a02826169
volcanism,volcanisme,n11524110
volcano,volcan,n09470550
volcano,volcan,n09472597
volition,volition,n00163047
volition,volition,n05652593
volleyball,volley-ball,n00480211
volleyball,volley-ball,n04540053
volte-face,volte-face,n00163406
vote,vote,n00182213
vote,vote,n00183505
vote,vote,n05857165
vote,vote,n08480662
voussoir,voussoir,n04542329
voyage,voyage,n00312553
voyage,voyage,n00312784
voyage,voyage,v01846320
voyeur,voyeur,n10761326
walkman,walkman,n04546340
wallaby,wallaby,n01877812
walloon,wallon,n06966070
walloon,wallon,n09750641
water polo,water polo,n00464478
web,web,n04604276
webcam,webcam,n04569063
weekend,week-end,n15170504
weekend,week-end,v02707987
whisky,whiskey,n07906284
whisky,whisky,n07906284
whist,whist,n00496167
wig,perruque,n04584207
wig,perruque,n06713099
yacht club,yacht-club,n08230785
yacht,yacht,n04610013
yacht,yacht,v01945381
yurt,yourte,n04613696
zero,zéro,a02186132
zero,zéro,a02201882
zero,zéro,a02269142
zero,zéro,a03145851
zero,zéro,n05856217
zero,zéro,n13740168
zero,zéro,n13742358
zero,zéro,v00297333
zero,zéro,v00297507
zigzag,zigzag,a02314451
zigzag,zigzag,n13887319
zigzag,zigzag,r00498068
zigzag,zigzag,v01991744
zircon,zircon,n15109127
zygomatic,zygomatique,a03146117
zygomatic,zygomatique,n05273822
